FirstPartyVehicleNumber,ThirdPartyVehicleNumber,DamageImportance,PolicyWasSubscribedOnInternet,NumberOfPoliciesOfPolicyholder,FpVehicleAgeMonths,EasinessToStage,ClaimWihoutIdentifiedThirdParty,ClaimAmount,LossHour,PolicyHolderAge,NumberOfBodilyInjuries,FirstPartyLiability,Fraud,days_between,IfinSameArea,PolicyholderOccupation_CivilServant,PolicyholderOccupation_Employee,PolicyholderOccupation_Executive,PolicyholderOccupation_Farmer,PolicyholderOccupation_HeadOfCompany,PolicyholderOccupation_Merchant,PolicyholderOccupation_Retired,PolicyholderOccupation_SelfEmployed,PolicyholderOccupation_Student,PolicyholderOccupation_Unemployed,PolicyholderOccupation_Worker,ClaimCause_AccidentOrCollision,ClaimCause_AccidentWithIdentifiedThirdParty,ClaimCause_AccidentWithUnidentifiedThirdParty,ClaimCause_CollisionWithAnimal,ClaimCause_CollisionWithPedestrian,ClaimCause_Fire,ClaimCause_Flood,ClaimCause_ForcesOfNature,ClaimCause_Hail,ClaimCause_LegalProtection,ClaimCause_LossOfControl,ClaimCause_MultiVehicleCrash,ClaimCause_Storm,ClaimCause_TheftAttempt,ClaimCause_TheftOfExteriorElements,ClaimCause_TotalTheft,ClaimCause_Vandalism,ClaimCause_WindscreenDamage,ClaimInvolvedCovers_ActLiability,ClaimInvolvedCovers_ActLiability Burglary,ClaimInvolvedCovers_ActLiability Fire,ClaimInvolvedCovers_ActLiability NaturalCatastrophes,ClaimInvolvedCovers_ActLiability ReplacementVehicle,ClaimInvolvedCovers_ActLiability Theft,ClaimInvolvedCovers_ActLiability ThirdParty,ClaimInvolvedCovers_MaterialDamages,ClaimInvolvedCovers_MaterialDamages ActLiability,ClaimInvolvedCovers_MaterialDamages ActLiability Burglary,ClaimInvolvedCovers_MaterialDamages ActLiability MedicalCare,ClaimInvolvedCovers_MaterialDamages ActLiability ReplacementVehicle,ClaimInvolvedCovers_MaterialDamages ActLiability ThirdParty,ClaimInvolvedCovers_ThirdParty,ClaimInvolvedCovers_Windscreen,ClaimInvolvedCovers_Windscreen ActLiability,ClaimInvolvedCovers_other,FirstPartyVehicleType_Car,FirstPartyVehicleType_Caravan,FirstPartyVehicleType_Motorcycle,FirstPartyVehicleType_PrivateCar,ConnectionBetweenParties_SameAddress,ConnectionBetweenParties_SameBankAccount,ConnectionBetweenParties_SameEmail,ConnectionBetweenParties_SamePhone,ConnectionBetweenParties_SamePolice
1004,0.0,0,0,0.0,0.0,0.1676829268292683,0.25,0.0,0.01185374675404971,0.6521739130434783,0.2222222222222222,0.0,0.0,0.0,0.49989611468938294,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1005,1.0,0,0,0.0,0.0,0.024390243902439025,0.5,1.0,0.04761530851984667,0.043478260869565216,0.6527777777777778,0.0,1.0,0.0,0.9512431608837177,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1006,0.0,0,0,0.0,0.058823529411764705,0.025914634146341462,0.5,1.0,0.0028349511561765795,0.0,0.6388888888888888,0.0,0.0,0.0,0.8691737654962255,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1007,0.0,0,0,0.0,0.11764705882352941,0.3155487804878049,0.5,1.0,0.010694633362186224,0.0,0.2916666666666667,0.0,0.0,0.0,0.26795484451831847,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1008,0.0,0,0,0.0,0.0,0.3018292682926829,0.25,0.0,0.008328181031284777,0.43478260869565216,0.7361111111111112,0.0,0.0,0.0,0.5079299120437704,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1009,0.0,0,0,0.0,0.0,0.007621951219512195,0.25,1.0,0.0,0.5217391304347826,0.1527777777777778,0.0,0.0,0.0,0.9128055959553986,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1010,0.0,0,0,0.0,0.0,0.021341463414634148,0.25,1.0,0.010171417089155433,0.7391304347826086,0.4861111111111111,0.0,0.0,0.0,0.510492416372325,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1011,0.0,0,0,1.0,0.058823529411764705,0.03201219512195122,0.25,0.0,0.04409159762581922,0.5217391304347826,0.4861111111111111,0.0,1.0,0.0,0.09308123831290256,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1012,0.0,0,0,0.0,0.058823529411764705,0.07469512195121951,0.5,1.0,0.008891430691232842,0.0,0.3888888888888889,0.0,0.0,0.0,0.7861347738763073,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1013,0.0,0,0,1.0,0.0,0.20121951219512196,0.5,1.0,0.00783634227772969,0.0,0.3888888888888889,0.0,0.0,0.0,0.49276265669367686,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1014,0.0,0,0,0.0,0.0,0.0350609756097561,0.5,1.0,0.024428558179794734,0.0,0.5694444444444444,0.0,0.0,0.0,0.4960869866334234,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1015,0.0,0,0,0.0,0.0,0.3429878048780488,0.5,1.0,0.009891956226041797,0.0,0.4444444444444444,0.0,0.0,0.0,0.1431539580303345,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1016,0.0,0,0,0.0,0.29411764705882354,0.2073170731707317,0.5,1.0,0.01989071967355014,0.0,0.4027777777777778,0.0,0.0,0.0,0.5059907195789182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1017,0.0,0,0,0.0,0.058823529411764705,0.13871951219512196,0.5,1.0,0.0018545195993569929,0.0,0.5138888888888888,0.0,0.0,0.0,0.7845418657801787,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1018,0.0,0,0,0.0,0.0,0.22560975609756098,0.5,1.0,0.02289260541609991,0.0,0.7361111111111112,0.0,0.0,0.0,0.7798323983655377,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1019,0.0,0,0,0.0,0.058823529411764705,0.2606707317073171,0.5,1.0,0.011073636700877952,0.0,0.1527777777777778,0.0,0.0,0.0,0.6724149871874784,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1020,1.0,0,0,0.0,0.0,0.028963414634146343,0.5,1.0,0.009416347223939657,0.0,0.6805555555555556,0.0,0.0,0.0,0.5243437911212688,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1021,0.0,0,0,0.0,0.058823529411764705,0.07774390243902439,0.5,1.0,0.007333065413626809,0.0,0.18055555555555555,0.0,0.0,0.0,0.3859685573793199,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1022,0.0,0,0,0.0,0.35294117647058826,0.12957317073170732,0.25,1.0,0.03274792877457648,0.9130434782608695,0.4166666666666667,0.0,0.0,0.0,0.519357296211649,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1023,0.0,1,0,0.0,0.29411764705882354,0.11890243902439024,0.25,0.0,0.024114319277853343,0.782608695652174,0.4722222222222222,0.0,1.0,0.0,0.7677817023339566,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1024,0.0,0,0,0.0,0.0,0.10670731707317073,0.5,1.0,0.004097934957338939,0.391304347826087,0.1388888888888889,0.0,0.0,0.0,0.5442897707597479,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1025,0.0,0,0,0.0,0.0,0.32621951219512196,0.5,1.0,0.0016773834549276617,0.0,0.05555555555555555,0.0,0.0,0.0,0.8818477733915091,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1026,0.0,0,0,0.0,0.11764705882352941,0.4573170731707317,0.25,0.0,0.006833034499814517,0.7391304347826086,0.4861111111111111,0.0,0.0,0.0,0.5460211926033659,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1027,0.0,0,0,0.0,0.11764705882352941,0.12804878048780488,0.25,0.0,0.01981714480029677,0.43478260869565216,0.2361111111111111,0.0,0.0,0.0,0.8242953113096475,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1028,0.0,0,0,0.0,0.0,0.0899390243902439,0.25,0.0,0.0776405032768641,0.0,0.5277777777777778,0.0,1.0,0.0,0.9256873744719163,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1029,0.0,0,0,0.0,0.0,0.04878048780487805,0.25,0.0,0.03559740942252999,0.6521739130434783,0.2916666666666667,0.0,0.0,0.0,0.4981646928457649,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1030,0.0,0,0,1.0,0.0,0.36128048780487804,0.25,0.0,0.02290713490787684,0.6956521739130435,0.05555555555555555,0.0,1.0,0.0,0.8984694230902417,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1031,0.0,0,0,0.0,0.058823529411764705,0.14329268292682926,0.5,1.0,0.004247557808828985,0.391304347826087,0.7361111111111112,0.0,0.0,0.0,0.5149941131657317,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1032,0.0,0,0,0.0,0.17647058823529413,0.17682926829268292,0.5,1.0,0.006619265487819958,0.0,0.2916666666666667,0.0,0.0,0.0,0.14336172865156868,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1033,0.0,0,0,0.0,0.0,0.3795731707317073,0.25,1.0,0.0,0.0,0.3055555555555556,0.0,0.0,0.0,0.4913775192187825,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1034,0.0,0,0,0.0,0.11764705882352941,0.31402439024390244,0.25,0.0,0.01960631260046989,0.6086956521739131,0.5416666666666666,0.0,0.0,0.0,0.6496294757254657,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1035,0.0,0,0,0.0,0.11764705882352941,0.3323170731707317,0.25,0.0,0.02290713490787684,0.34782608695652173,0.3888888888888889,0.0,1.0,0.0,0.8123138721518111,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1036,0.0,0,0,0.0,0.17647058823529413,0.17378048780487804,0.25,0.0,0.010502194880672685,0.43478260869565216,0.25,0.0,0.0,0.0,0.7762310409308124,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1037,0.0,0,0,0.0,0.0,0.14939024390243902,0.5,1.0,0.0114461481389885,0.6086956521739131,0.6944444444444444,0.0,0.0,0.0,0.5185262137267124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1038,0.0,0,0,0.0,0.058823529411764705,0.3856707317073171,0.25,0.0,0.0,0.6521739130434783,0.6527777777777778,0.0,0.5,0.0,0.8230486875822426,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1039,0.0,0,0,0.0,0.0,0.4496951219512195,0.5,1.0,0.0,0.8695652173913043,0.8055555555555556,0.0,1.0,0.0,0.8965302306253896,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1040,1.0,1,2,0.0,0.23529411764705882,0.23780487804878048,0.25,0.0,0.015456906145665883,0.391304347826087,0.20833333333333334,0.0,0.0,0.0,0.8752683703857608,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1041,1.0,0,0,1.0,0.058823529411764705,0.03201219512195122,0.25,1.0,0.0,0.782608695652174,0.4861111111111111,0.0,0.0,0.0,0.5023893621441928,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1042,0.0,0,0,0.0,0.0,0.30335365853658536,0.25,1.0,0.0,0.5217391304347826,0.4861111111111111,0.0,0.0,0.0,0.7116836346007341,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1043,0.0,0,0,0.0,0.11764705882352941,0.27439024390243905,0.5,1.0,0.005134475083467293,0.0,0.5,0.0,0.0,0.0,0.5080684257912598,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1044,0.0,0,0,0.0,0.47058823529411764,0.16615853658536586,0.5,1.0,0.030549029306294054,0.34782608695652173,0.5138888888888888,0.0,1.0,0.0,0.8375926310686336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1045,0.0,0,0,1.0,0.0,0.41310975609756095,0.25,0.0,0.018754791640905155,0.391304347826087,0.6944444444444444,0.0,0.0,0.0,0.8947295519080268,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1046,0.0,0,0,0.0,0.0,0.34146341463414637,0.25,0.0,0.013594039816990231,0.6956521739130435,0.375,0.0,0.0,0.0,0.4951173904009973,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1047,0.0,0,0,0.0,0.058823529411764705,0.15091463414634146,0.5,1.0,0.012225485346852975,0.0,0.6527777777777778,0.0,0.0,0.0,0.8925133319481958,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1048,0.0,0,0,0.0,0.29411764705882354,0.025914634146341462,0.5,1.0,0.0688637628292321,0.30434782608695654,0.2222222222222222,0.0,0.0,0.0,0.9492347115451208,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1049,0.0,0,0,1.0,0.0,0.056402439024390245,0.25,1.0,0.0,0.0,0.09722222222222222,0.0,0.0,0.0,0.5081376826650045,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1050,0.0,0,2,0.0,0.058823529411764705,0.2073170731707317,0.25,1.0,0.07912390255966366,0.8695652173913043,0.6111111111111112,0.0,0.0,0.0,0.4936629960523582,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1051,0.0,0,0,1.0,0.0,0.08079268292682927,0.25,0.0,0.03673921107951033,0.0,0.18055555555555555,0.0,0.5,0.0,0.7490130895491377,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1052,1.0,0,0,0.0,0.0,0.23628048780487804,0.25,0.0,0.02290713490787684,0.5652173913043478,0.2916666666666667,0.0,1.0,0.0,0.9507583627675047,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1053,0.0,0,0,0.0,0.058823529411764705,0.06097560975609756,0.25,0.0,0.00851768270063064,0.34782608695652173,0.2222222222222222,0.0,0.0,0.0,0.49158528984001665,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1054,0.0,0,0,1.0,0.17647058823529413,0.03048780487804878,0.5,1.0,0.013366359589464572,0.0,0.5694444444444444,0.0,0.0,0.0,0.5002423990581065,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1055,0.0,0,0,0.0,0.0,0.0701219512195122,0.5,1.0,0.0032252380363546433,0.0,0.7083333333333334,0.0,0.0,0.0,0.5022508483967034,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1056,0.0,0,0,0.0,0.0,0.15548780487804878,0.5,1.0,0.010570050698652158,0.0,0.3888888888888889,0.0,0.0,0.0,0.5384029364914468,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1057,0.0,0,0,0.0,0.0,0.2728658536585366,0.5,1.0,0.01742611598862372,0.0,0.7916666666666666,0.0,0.0,0.0,0.5239282498788005,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1058,0.0,0,0,0.0,0.0,0.009146341463414634,0.5,1.0,0.013573945839000864,0.0,0.5,0.0,0.0,0.0,0.4955329316434656,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1059,1.0,0,0,0.0,0.058823529411764705,0.0625,0.5,1.0,0.004267651786818351,0.391304347826087,0.6944444444444444,0.0,0.0,0.0,0.7693746104300851,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1060,0.0,0,2,1.0,0.11764705882352941,0.3704268292682927,0.5,1.0,0.019166563620625694,0.043478260869565216,0.125,0.0,0.0,0.0,0.5003116559318512,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1061,0.0,0,0,1.0,0.0,0.13719512195121952,0.5,1.0,0.016438419685915667,0.7391304347826086,0.19444444444444445,0.0,1.0,0.0,0.5172103331255627,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1062,0.0,0,2,1.0,0.058823529411764705,0.09298780487804878,0.5,1.0,0.14347533077779154,0.21739130434782608,0.16666666666666666,0.0,1.0,0.0,0.6733153265461597,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1063,0.0,0,0,0.0,0.0,0.0899390243902439,0.5,1.0,0.0,0.7391304347826086,0.7916666666666666,0.0,1.0,0.0,0.5002423990581065,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1064,0.0,0,0,0.0,0.058823529411764705,0.11128048780487805,0.25,1.0,0.008507635711635958,0.5652173913043478,0.5694444444444444,0.0,0.0,0.0,0.5088302514024516,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1065,0.0,0,0,0.0,0.0,0.3094512195121951,0.25,0.0,0.026214912823049337,0.0,0.1111111111111111,0.0,1.0,0.0,0.7988087817715909,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1066,0.0,0,0,0.0,0.23529411764705882,0.17378048780487804,0.25,0.0,0.01184215407444046,0.5217391304347826,0.19444444444444445,0.0,0.0,0.0,0.5170718193780732,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1067,0.0,0,0,0.0,0.17647058823529413,0.2774390243902439,0.25,0.0,0.02290713490787684,0.30434782608695654,0.2361111111111111,0.0,1.0,0.0,0.5165870212618603,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1068,0.0,0,0,1.0,0.0,0.23323170731707318,0.15,0.0,0.0533263262025473,0.6521739130434783,0.18055555555555555,0.0,1.0,0.0,0.8777616178405707,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
